Date,Entry Time,Entry Price,Exit Time Long,Exit Time Short,Exit Price Long,Exit Price Short,P&L Long,P&L Short,Total P&L
2018-10-31,09:16:00,10244.6,09:54:00,14:34:00,10129.1,10346.8,-2887.5,-2554.9999999999727,-5442.499999999973
2018-11-01,09:16:00,10415.8,15:25:00,15:25:00,10384.7,10384.7,-777.4999999999636,777.4999999999636,0.0
2018-11-02,09:16:00,10474.2,15:25:00,11:44:00,10549.6,10577.5,1884.999999999991,-2582.499999999982,-697.4999999999909
2018-11-05,09:16:00,10516.8,15:25:00,15:25:00,10530.3,10530.3,337.5,-337.5,0.0
2018-11-06,09:16:00,10577.8,15:25:00,15:25:00,10527.9,10527.9,-1247.499999999991,1247.499999999991,0.0
2018-11-09,09:16:00,10548.4,15:25:00,15:25:00,10578.7,10578.7,757.5000000000273,-757.5000000000273,0.0
2018-11-12,09:16:00,10610.0,14:07:00,15:25:00,10509.6,10469.7,-2509.999999999991,3507.499999999982,997.4999999999909
2018-11-13,09:16:00,10466.4,15:25:00,14:01:00,10583.2,10567.2,2920.0000000000273,-2520.0000000000273,400.0
2018-11-14,09:16:00,10630.7,15:25:00,15:25:00,10572.2,10572.2,-1462.5,1462.5,0.0
2018-11-15,09:16:00,10590.0,15:25:00,15:25:00,10603.4,10603.4,334.9999999999909,-334.9999999999909,0.0
2018-11-16,09:16:00,10640.5,15:25:00,15:25:00,10689.2,10689.2,1217.5000000000182,-1217.5000000000182,0.0
2018-11-19,09:16:00,10719.5,15:25:00,15:25:00,10772.2,10772.2,1317.5000000000182,-1317.5000000000182,0.0
2018-11-20,09:16:00,10728.8,15:25:00,15:25:00,10656.8,10656.8,-1800.0,1800.0,0.0
2018-11-21,09:16:00,10638.7,15:25:00,15:25:00,10600.8,10600.8,-947.5000000000364,947.5000000000364,0.0
2018-11-22,09:16:00,10616.6,15:16:00,15:25:00,10515.5,10529.0,-2527.500000000009,2190.000000000009,-337.5
2018-11-26,09:16:00,10583.7,15:25:00,15:25:00,10630.2,10630.2,1162.5,-1162.5,0.0
2018-11-27,09:16:00,10629.1,15:25:00,15:25:00,10687.6,10687.6,1462.5,-1462.5,0.0
2018-11-28,09:16:00,10719.1,15:25:00,15:25:00,10721.0,10721.0,47.499999999990905,-47.499999999990905,0.0
2018-11-29,09:16:00,10785.8,15:25:00,15:25:00,10866.8,10866.8,2025.0,-2025.0,0.0
